date,station_id,station_name,season,total_population,occupancy_percent,scientists,engineers,technicians,logistics,medical,visitors,weather_type,temperature_c,wind_speed_kmh,wind_gust_kmh,humidity_percent,pressure_hpa,snowfall_cm,snow_depth_cm,visibility_m,solar_radiation_wm2,solar_daylight_hours,solar_elevation_deg,weather_severity,accommodation_load_kw,laboratory_load_kw,kitchen_load_kw,heating_load_kw,water_plant_load_kw,communication_load_kw,lighting_load_kw,emergency_load_kw,total_load_kw,solar_generation_kw,battery_soc_percent,battery_charge_kw,battery_discharge_kw,generator_status,active_generators,generator_output_kw,generator_runtime_hours,power_margin_kw,renewable_share_percent,overload_flag,load_shedding_kwh,power_shortage_event,daily_load_energy_kwh,solar_energy_kwh,solar_to_load_kwh,battery_to_load_kwh,generator_energy_kwh,unserved_energy_kwh,fuel_stock_liters,fuel_consumed_today_liters,fuel_days_remaining,fuel_status,fuel_efficiency_l_per_kwh,refuel_event,refuel_quantity_liters,fuel_shipment_status,fuel_shipments_pending,fuel_eta_days,fuel_received_today_liters,fuel_shortage_event,fuel_shipment_created_today,fuel_shipment_delayed_today,fuel_delivery_days,chp_waste_heat_kw,daily_water_consumption_liters,daily_water_production_liters,water_storage_liters,water_balance_liters,water_days_remaining,water_status,water_quality_index,snow_melting_plant_status,water_refill_event,water_shortage_event,water_emergency,water_plant_utilisation_percent,inventory_health_score,critical_items,low_items,delayed_shipments,expired_items,inventory_orders_pending,inventory_eta_days,inventory_batch_count,expired_quantity,received_today,inventory_shortage_items,inventory_orders_created_today,connectivity_status,bandwidth_mbps,latency_ms,packet_loss_percent,sync_mode,buffered_data_mb,offline_duration_days,signal_quality_percent,buffer_uploaded_today_mb,communication_outage_event,power_risk,fuel_risk,inventory_risk,weather_risk,water_risk,connectivity_risk,occupancy_risk,overall_risk_score,overall_risk_level,top_risk_factor,top_risk_reason,risk_score,risk_level,station_health,risk_breakdown
2003-01-01,BHARATI,Bharati,SUMMER,45,95.74,16,11,9,5,2,2,NORMAL,-2.25,11.62,32.9,71.74,996.84,1.1,16.04,7375.85,448.49,24.0,43.6,10.06,45.75,51.75,21.75,18.93,19.25,7.97,4.66,4.0,174.06,13.45,74.69,0.0,32.05,NORMAL,3,193.21,18.0,226.79,8.25,False,0.0,False,3915.95,322.91,322.91,769.12,3477.82,0.0,283917.39,1082.61,262.3,GOOD,0.31,False,0.0,Planned,1,61,0.0,False,True,False,-1,178.29,2632.5,6027.67,150000.0,3395.17,57.0,GOOD,97.23,RUNNING,False,False,False,86.11,100.0,0,0,0,0,1,180,28,0.0,0.0,0,1,ONLINE,30.8,1060,4.2,REALTIME,0.0,0,88.0,0.0,False,0.0,16.0,0.0,5.53,0.0,0.0,22.0,5.95,LOW,occupancy,high occupancy (>90%),5.95,LOW,94.05,"{'power': 0.0, 'fuel': 16.0, 'inventory': 0.0, 'weather': 5.53, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-01,MAITRI,Maitri,SUMMER,45,95.74,16,11,9,5,2,2,NORMAL,-5.75,15.84,37.12,53.74,996.84,0.61,5.53,7375.85,412.6,24.0,42.24,11.13,45.75,51.75,21.75,35.03,19.25,7.97,4.66,4.0,190.16,7.74,74.83,0.0,25.87,NORMAL,3,201.6,20.0,148.4,4.32,False,0.0,False,4302.35,185.67,185.67,621.0,4032.02,0.0,268906.86,1093.14,246.0,GOOD,0.27,False,0.0,Planned,1,65,0.0,False,True,False,-1,150.32,2632.5,3106.0,120000.0,473.5,45.6,GOOD,97.83,RUNNING,False,False,False,62.12,100.0,0,0,0,0,1,180,28,0.0,0.0,0,1,ONLINE,30.8,1060,4.2,REALTIME,0.0,0,88.0,0.0,False,0.0,16.0,0.0,6.12,0.0,0.0,22.0,6.01,LOW,occupancy,high occupancy (>90%),6.01,LOW,93.99,"{'power': 0.0, 'fuel': 16.0, 'inventory': 0.0, 'weather': 6.12, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-02,BHARATI,Bharati,SUMMER,44,93.62,16,11,9,5,2,1,CLEAR,-2.02,11.6,41.05,69.14,1002.14,0.0,15.98,10983.46,607.31,24.0,43.52,3.65,45.0,50.6,21.4,8.0,19.0,8.1,4.55,4.0,160.65,18.22,74.77,0.0,23.06,NORMAL,3,171.76,19.0,248.24,12.15,False,0.0,False,3599.31,437.26,437.26,553.46,3263.42,0.0,282901.22,1016.17,278.4,GOOD,0.31,False,0.0,Planned,1,60,0.0,False,False,False,-1,158.57,2574.0,7342.28,150000.0,4768.28,58.3,GOOD,96.99,RUNNING,False,False,False,100.0,100.0,0,0,0,0,1,179,28,0.0,0.0,0,0,ONLINE,33.6,700,1.4,REALTIME,0.0,0,96.0,0.0,False,0.0,6.0,0.0,2.01,0.0,0.0,22.0,3.6,LOW,occupancy,high occupancy (>90%),3.6,LOW,96.4,"{'power': 0.0, 'fuel': 6.0, 'inventory': 0.0, 'weather': 2.01, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-02,MAITRI,Maitri,SUMMER,44,93.62,16,11,9,5,2,1,HIGH_WIND,-5.19,50.75,67.96,57.47,986.32,1.18,6.46,1740.24,295.44,24.0,42.16,33.81,45.0,50.6,21.4,8.0,19.0,7.82,4.56,4.0,160.38,5.54,74.83,0.0,18.92,NORMAL,3,177.11,20.0,172.89,3.7,False,0.0,False,3592.83,132.95,132.95,453.99,3542.22,0.0,267945.97,960.89,278.9,GOOD,0.27,False,0.0,Planned,1,64,0.0,False,False,False,-1,132.18,2574.0,3292.0,120000.0,718.0,46.6,GOOD,97.55,RUNNING,False,False,False,65.84,100.0,0,0,0,0,1,179,28,0.0,0.0,0,0,ONLINE,22.75,2095,12.25,REALTIME,0.0,0,65.0,0.0,False,0.0,16.0,0.0,18.6,0.0,0.0,22.0,7.26,LOW,occupancy,high occupancy (>90%),7.26,LOW,92.74,"{'power': 0.0, 'fuel': 16.0, 'inventory': 0.0, 'weather': 18.6, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-03,BHARATI,Bharati,SUMMER,44,93.62,16,11,9,5,2,1,CLEAR,-1.25,3.0,30.9,66.19,999.65,0.0,15.96,11113.94,605.96,24.0,43.43,0.94,45.0,50.6,21.4,8.0,19.0,7.44,4.95,4.0,160.39,18.18,74.77,0.0,23.09,NORMAL,3,171.44,19.0,248.56,12.14,False,0.0,False,3593.07,436.29,436.28,554.27,3257.34,0.0,281886.94,1014.28,277.9,GOOD,0.31,False,0.0,Planned,1,59,0.0,False,False,False,-1,158.27,2574.0,6106.7,150000.0,3532.7,58.3,GOOD,97.54,RUNNING,False,False,False,87.24,100.0,0,0,0,0,1,178,28,0.0,0.0,0,0,ONLINE,33.6,700,1.4,REALTIME,0.0,0,96.0,0.0,False,0.0,6.0,0.0,0.52,0.0,0.0,22.0,3.45,LOW,occupancy,high occupancy (>90%),3.45,LOW,96.55,"{'power': 0.0, 'fuel': 6.0, 'inventory': 0.0, 'weather': 0.52, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-03,MAITRI,Maitri,SUMMER,43,91.49,15,10,9,5,2,2,NORMAL,-5.11,5.02,19.03,57.57,990.05,0.8,7.23,8288.35,414.23,24.0,42.07,5.88,44.25,49.45,21.05,8.0,18.75,7.1,4.67,4.0,157.27,7.77,74.83,0.0,18.92,NORMAL,3,170.97,20.0,179.03,5.29,False,0.0,False,3523.39,186.4,186.4,453.99,3419.33,0.0,266881.46,1064.51,250.7,GOOD,0.31,False,0.0,Planned,1,63,0.0,False,False,False,-1,157.79,2515.5,3446.0,120000.0,930.5,47.7,GOOD,97.54,RUNNING,False,False,False,68.92,100.0,0,0,0,0,1,178,28,0.0,0.0,0,0,ONLINE,30.8,1060,4.2,REALTIME,0.0,0,88.0,0.0,False,0.0,16.0,0.0,3.23,0.0,0.0,22.0,5.72,LOW,occupancy,high occupancy (>90%),5.72,LOW,94.28,"{'power': 0.0, 'fuel': 16.0, 'inventory': 0.0, 'weather': 3.23, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-04,BHARATI,Bharati,SUMMER,45,95.74,16,11,9,5,2,2,CLEAR,0.5,8.68,33.67,67.4,1001.2,0.0,15.52,14005.51,603.34,24.0,43.33,2.73,45.75,51.75,21.75,8.0,19.25,6.74,5.17,4.0,162.41,18.1,74.77,0.0,23.09,NORMAL,3,173.82,19.0,246.18,11.95,False,0.0,False,3636.35,434.4,434.4,554.27,3302.51,0.0,280858.64,1028.3,273.1,GOOD,0.31,False,0.0,Planned,1,58,0.0,False,False,False,-1,160.45,2632.5,7333.12,150000.0,4700.62,57.0,GOOD,96.35,RUNNING,False,False,False,100.0,100.0,0,0,0,0,1,177,28,0.0,0.0,0,0,ONLINE,33.6,700,1.4,REALTIME,0.0,0,96.0,0.0,False,0.0,6.0,0.0,1.5,0.0,0.0,22.0,3.55,LOW,occupancy,high occupancy (>90%),3.55,LOW,96.45,"{'power': 0.0, 'fuel': 6.0, 'inventory': 0.0, 'weather': 1.5, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-04,MAITRI,Maitri,SUMMER,44,93.62,16,11,9,5,2,1,NORMAL,-4.39,21.7,46.69,59.83,991.42,1.25,8.37,8289.65,415.5,24.0,41.97,11.57,45.0,50.6,21.4,8.0,19.0,6.74,5.17,4.0,159.91,7.79,74.83,0.0,18.92,NORMAL,3,173.85,20.0,176.15,5.22,False,0.0,False,3581.55,186.97,186.98,453.99,3476.92,0.0,265799.09,1082.37,245.6,GOOD,0.31,False,0.0,Planned,1,62,0.0,False,False,False,-1,160.43,2574.0,5237.94,120000.0,2663.94,46.6,GOOD,96.35,RUNNING,False,False,False,100.0,100.0,0,0,0,0,1,177,28,0.0,0.0,0,0,ONLINE,30.8,1060,4.2,REALTIME,0.0,0,88.0,0.0,False,0.0,16.0,0.0,6.36,0.0,0.0,22.0,6.04,LOW,occupancy,high occupancy (>90%),6.04,LOW,93.96,"{'power': 0.0, 'fuel': 16.0, 'inventory': 0.0, 'weather': 6.36, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-05,BHARATI,Bharati,SUMMER,45,95.74,16,11,9,5,2,2,CLEAR,0.56,3.59,31.92,68.34,1003.69,0.0,15.05,8784.41,600.54,24.0,43.23,3.56,45.75,51.75,21.75,8.0,19.25,8.4,4.96,4.0,163.86,18.02,74.77,0.0,23.09,NORMAL,3,175.75,19.0,244.25,11.78,False,0.0,False,3671.15,432.39,432.39,554.27,3339.32,0.0,279818.97,1039.67,269.1,GOOD,0.31,False,0.0,Planned,1,57,0.0,False,False,False,-1,162.23,2632.5,7232.71,150000.0,4600.21,57.0,GOOD,97.47,RUNNING,False,False,False,100.0,100.0,0,0,0,0,1,176,28,0.0,0.0,0,0,ONLINE,33.6,700,1.4,REALTIME,0.0,0,96.0,0.0,False,0.0,6.0,0.0,1.96,0.0,0.0,22.0,3.6,LOW,occupancy,high occupancy (>90%),3.6,LOW,96.4,"{'power': 0.0, 'fuel': 6.0, 'inventory': 0.0, 'weather': 1.96, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-05,MAITRI,Maitri,SUMMER,44,93.62,16,11,9,5,2,1,NORMAL,-5.11,8.98,37.31,61.39,993.81,1.4,9.73,4560.29,417.12,24.0,41.87,15.21,45.0,50.6,21.4,8.0,19.0,8.4,4.96,4.0,161.36,7.82,74.83,0.0,18.92,NORMAL,3,175.55,20.0,174.45,5.19,False,0.0,False,3616.35,187.7,187.71,453.99,3510.99,0.0,264846.62,952.47,278.1,GOOD,0.27,False,0.0,Planned,1,61,0.0,False,False,False,-1,131.02,2574.0,3946.0,120000.0,1372.0,46.6,GOOD,97.33,RUNNING,False,False,False,78.92,100.0,0,0,0,0,1,176,28,0.0,0.0,0,0,ONLINE,30.8,1060,4.2,REALTIME,0.0,0,88.0,0.0,False,0.0,16.0,0.0,8.37,0.0,0.0,22.0,6.24,LOW,occupancy,high occupancy (>90%),6.24,LOW,93.76,"{'power': 0.0, 'fuel': 16.0, 'inventory': 0.0, 'weather': 8.37, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-06,BHARATI,Bharati,SUMMER,45,95.74,16,11,9,5,2,2,NORMAL,-1.03,29.26,51.64,71.22,998.31,1.95,16.85,8052.14,445.03,24.0,43.12,15.16,45.75,51.75,21.75,8.0,19.25,6.62,4.8,4.0,161.92,13.35,74.77,0.0,23.09,NORMAL,3,179.2,19.0,240.8,8.84,False,0.0,False,3624.59,320.42,320.42,554.27,3404.73,0.0,278758.98,1059.99,263.0,GOOD,0.31,False,0.0,En Route,1,56,0.0,False,False,False,-1,165.39,2632.5,6622.36,150000.0,3989.86,57.0,GOOD,97.12,RUNNING,False,False,False,94.61,100.0,0,0,0,0,1,175,28,0.0,0.0,0,0,ONLINE,30.8,1060,4.2,REALTIME,0.0,0,88.0,0.0,False,0.0,6.0,0.0,8.34,0.0,0.0,22.0,4.23,LOW,occupancy,high occupancy (>90%),4.23,LOW,95.77,"{'power': 0.0, 'fuel': 6.0, 'inventory': 0.0, 'weather': 8.34, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-06,MAITRI,Maitri,SUMMER,44,93.62,16,11,9,5,2,1,CLEAR,-3.6,12.86,33.0,58.22,1000.24,0.0,9.67,9489.95,564.36,24.0,41.76,5.07,45.0,50.6,21.4,8.0,19.0,6.88,5.66,4.0,160.54,10.58,74.83,0.0,18.92,NORMAL,3,171.25,20.0,178.75,7.06,False,0.0,False,3596.67,253.96,253.97,453.99,3425.05,0.0,263780.37,1066.25,247.4,GOOD,0.31,False,0.0,En Route,1,60,0.0,False,False,False,-1,158.05,2574.0,4311.2,120000.0,1737.2,46.6,GOOD,97.37,RUNNING,False,False,False,86.22,100.0,0,0,0,0,1,175,28,0.0,0.0,0,0,ONLINE,33.6,700,1.4,REALTIME,0.0,0,96.0,0.0,False,0.0,6.0,0.0,2.79,0.0,0.0,22.0,3.68,LOW,occupancy,high occupancy (>90%),3.68,LOW,96.32,"{'power': 0.0, 'fuel': 6.0, 'inventory': 0.0, 'weather': 2.79, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-07,BHARATI,Bharati,SUMMER,45,95.74,16,11,9,5,2,2,NORMAL,0.11,29.54,40.99,75.16,1000.39,1.81,18.42,4673.75,446.99,24.0,43.01,21.86,45.75,51.75,21.75,8.0,19.25,8.08,4.81,4.0,163.39,13.41,74.77,0.0,23.09,NORMAL,3,180.98,19.0,239.02,8.79,False,0.0,False,3659.87,321.83,321.83,554.27,3438.6,0.0,277688.51,1070.47,259.4,GOOD,0.31,False,0.0,En Route,1,55,0.0,False,False,False,-1,167.02,2632.5,7197.45,150000.0,4564.95,57.0,GOOD,97.7,RUNNING,False,False,False,100.0,100.0,0,0,0,0,1,174,28,0.0,0.0,0,0,ONLINE,30.8,1060,4.2,REALTIME,0.0,0,88.0,0.0,False,0.0,6.0,0.0,12.02,0.0,0.0,22.0,4.6,LOW,occupancy,high occupancy (>90%),4.6,LOW,95.4,"{'power': 0.0, 'fuel': 6.0, 'inventory': 0.0, 'weather': 12.02, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-07,MAITRI,Maitri,SUMMER,44,93.62,16,11,9,5,2,1,NORMAL,-3.38,18.45,41.59,55.64,995.04,1.26,10.84,5746.5,416.92,24.0,41.65,15.64,45.0,50.6,21.4,8.0,19.0,8.06,4.62,4.0,160.68,7.82,74.83,0.0,18.92,NORMAL,3,174.74,20.0,175.26,5.21,False,0.0,False,3600.03,187.61,187.61,453.99,3494.76,0.0,262692.48,1087.89,241.5,GOOD,0.31,False,0.0,En Route,1,59,0.0,False,False,False,-1,161.25,2574.0,5037.24,120000.0,2463.24,46.6,GOOD,96.96,RUNNING,False,False,False,100.0,100.0,0,0,0,0,1,174,28,0.0,0.0,0,0,ONLINE,30.8,1060,4.2,REALTIME,0.0,0,88.0,0.0,False,0.0,6.0,0.0,8.6,0.0,0.0,22.0,4.26,LOW,occupancy,high occupancy (>90%),4.26,LOW,95.74,"{'power': 0.0, 'fuel': 6.0, 'inventory': 0.0, 'weather': 8.6, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-08,BHARATI,Bharati,SUMMER,45,95.74,16,11,9,5,2,2,NORMAL,0.43,6.79,26.71,78.51,995.91,1.9,19.94,5207.06,448.75,24.0,42.89,13.72,45.75,51.75,21.75,8.0,19.25,8.05,4.71,4.0,163.26,13.46,74.77,0.0,23.09,NORMAL,3,180.75,19.0,239.25,8.84,False,0.0,False,3656.75,323.1,323.1,554.27,3434.21,0.0,276619.39,1069.12,258.7,GOOD,0.31,False,0.0,En Route,1,54,0.0,False,False,False,-1,166.81,2632.5,6039.8,150000.0,3407.3,57.0,GOOD,97.47,RUNNING,False,False,False,86.28,100.0,0,0,0,0,1,173,28,0.0,0.0,0,0,ONLINE,30.8,1060,4.2,REALTIME,0.0,0,88.0,0.0,False,0.0,6.0,0.0,7.55,0.0,0.0,22.0,4.16,LOW,occupancy,high occupancy (>90%),4.16,LOW,95.84,"{'power': 0.0, 'fuel': 6.0, 'inventory': 0.0, 'weather': 7.55, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-08,MAITRI,Maitri,SUMMER,44,93.62,16,11,9,5,2,1,HIGH_WIND,-7.88,67.81,94.07,62.18,992.06,0.68,11.18,3341.38,297.34,24.0,41.53,36.34,45.0,50.6,21.4,8.0,19.0,6.52,5.43,4.0,159.95,5.58,74.83,0.0,18.92,NORMAL,3,176.55,20.0,173.45,3.74,False,0.0,False,3582.51,133.8,133.81,453.99,3531.05,0.0,261734.61,957.87,273.2,GOOD,0.27,False,0.0,En Route,1,58,0.0,False,False,False,-1,131.76,2574.0,4236.0,120000.0,1662.0,46.6,GOOD,96.85,RUNNING,False,False,False,84.72,100.0,0,0,0,0,1,173,28,0.0,0.0,0,0,ONLINE,22.75,2095,12.25,REALTIME,0.0,0,65.0,0.0,False,0.0,6.0,0.0,19.99,0.0,0.0,22.0,5.4,LOW,occupancy,high occupancy (>90%),5.4,LOW,94.6,"{'power': 0.0, 'fuel': 6.0, 'inventory': 0.0, 'weather': 19.99, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
